,Type,Air temperature [°C],Process temperature [°C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference [°C]
6031,L,28.450000000000045,38.55000000000001,1455,40.6,82,0,0,0,0,0,0,10.099999999999966
6032,L,28.55000000000001,38.650000000000034,1754,27.7,84,0,0,0,0,0,0,10.100000000000023
6033,L,28.450000000000045,38.75,1471,37.9,86,0,0,0,0,0,0,10.299999999999955
6034,M,28.450000000000045,38.650000000000034,1389,48.1,88,0,0,0,0,0,0,10.199999999999989
6035,M,28.450000000000045,38.75,1702,30.3,91,0,0,0,0,0,0,10.299999999999955
6036,M,28.450000000000045,38.85000000000002,1401,54.6,94,0,0,0,0,0,0,10.399999999999977
6037,L,28.55000000000001,38.950000000000045,1426,46.2,97,0,0,0,0,0,0,10.400000000000034
6038,L,28.55000000000001,38.85000000000002,1496,38.3,99,0,0,0,0,0,0,10.300000000000011
6039,L,28.450000000000045,38.75,1433,42.6,101,0,0,0,0,0,0,10.299999999999955
6040,M,28.55000000000001,38.950000000000045,1438,46.6,103,0,0,0,0,0,0,10.400000000000034
6041,M,28.55000000000001,38.85000000000002,1418,49.3,106,0,0,0,0,0,0,10.300000000000011
6042,M,28.650000000000034,38.85000000000002,1580,36.6,109,0,0,0,0,0,0,10.199999999999989
6043,M,28.55000000000001,38.75,1468,41.8,112,0,0,0,0,0,0,10.199999999999989
6044,M,28.650000000000034,38.75,1522,41.7,115,0,0,0,0,0,0,10.099999999999966
6045,L,28.650000000000034,38.75,1311,55.8,118,0,0,0,0,0,0,10.099999999999966
6046,L,28.75,38.85000000000002,1316,56.5,120,0,0,0,0,0,0,10.100000000000023
6047,H,28.75,38.85000000000002,1853,23.6,122,0,0,0,0,0,0,10.100000000000023
6048,M,28.75,38.85000000000002,1556,38.8,127,0,0,0,0,0,0,10.100000000000023
6049,M,28.75,38.85000000000002,1567,34.3,130,0,0,0,0,0,0,10.100000000000023
6050,M,28.75,38.950000000000045,1546,37.7,133,0,0,0,0,0,0,10.200000000000045
6051,L,28.75,38.85000000000002,1382,51.2,136,0,0,0,0,0,0,10.100000000000023
6052,L,28.75,38.85000000000002,2003,20.2,138,0,0,0,0,0,0,10.100000000000023
6053,L,28.650000000000034,38.75,1748,29.9,140,0,0,0,0,0,0,10.099999999999966
6054,H,28.55000000000001,38.650000000000034,1518,40.1,142,0,0,0,0,0,0,10.100000000000023
6055,L,28.55000000000001,38.650000000000034,1475,42.0,147,0,0,0,0,0,0,10.100000000000023
6056,L,28.650000000000034,38.650000000000034,1634,29.2,149,0,0,0,0,0,0,10.0
6057,L,28.650000000000034,38.650000000000034,1689,32.9,151,0,0,0,0,0,0,10.0
6058,M,28.75,38.75,1636,35.3,153,0,0,0,0,0,0,10.0
6059,L,28.75,38.85000000000002,2235,15.8,156,0,0,0,0,0,0,10.100000000000023
6060,L,28.850000000000023,38.950000000000045,1615,35.6,158,0,0,0,0,0,0,10.100000000000023
6061,H,28.950000000000045,38.950000000000045,1618,29.5,160,0,0,0,0,0,0,10.0
6062,M,28.950000000000045,39.05000000000001,1407,53.0,165,0,0,0,0,0,0,10.099999999999966
6063,L,28.950000000000045,38.950000000000045,1450,43.3,168,0,0,0,0,0,0,10.0
6064,L,28.950000000000045,38.950000000000045,1889,23.8,170,0,0,0,0,0,0,10.0
6065,L,28.850000000000023,38.75,1568,38.2,172,0,0,0,0,0,0,9.899999999999977
6066,L,28.850000000000023,38.85000000000002,1804,25.8,174,0,0,0,0,0,0,10.0
6067,L,28.850000000000023,38.85000000000002,1582,37.5,176,0,0,0,0,0,0,10.0
6068,M,28.850000000000023,38.75,2047,17.9,178,0,0,0,0,0,0,9.899999999999977
6069,L,28.75,38.75,1601,34.0,181,0,0,0,0,0,0,10.0
6070,L,28.75,38.75,1615,32.0,183,0,0,0,0,0,0,10.0
6071,M,28.75,38.650000000000034,1452,43.6,185,0,0,0,0,0,0,9.900000000000034
6072,M,28.75,38.650000000000034,1695,30.2,188,0,0,0,0,0,0,9.900000000000034
6073,M,28.75,38.650000000000034,1790,26.2,191,0,0,0,0,0,0,9.900000000000034
6074,M,28.850000000000023,38.650000000000034,1533,39.3,194,0,0,0,0,0,0,9.800000000000011
6075,L,28.850000000000023,38.75,1813,28.5,197,0,0,0,0,0,0,9.899999999999977
6076,L,28.850000000000023,38.75,1492,36.7,199,0,0,0,0,0,0,9.899999999999977
6077,L,28.75,38.55000000000001,1479,43.3,201,0,0,0,0,0,0,9.800000000000011
6078,L,28.650000000000034,38.55000000000001,1339,59.1,203,1,0,0,0,1,0,9.899999999999977
6079,M,28.650000000000034,38.55000000000001,1371,44.7,205,0,0,0,0,0,0,9.899999999999977
6080,L,28.75,38.55000000000001,1468,36.2,208,0,0,0,0,0,0,9.800000000000011
6081,L,28.75,38.55000000000001,1517,41.7,210,0,0,0,0,0,0,9.800000000000011
6082,L,28.75,38.55000000000001,1352,46.4,212,0,0,0,0,0,0,9.800000000000011
6083,L,28.75,38.55000000000001,1389,50.0,214,0,0,0,0,0,0,9.800000000000011
6084,M,28.650000000000034,38.450000000000045,1505,36.2,0,0,0,0,0,0,0,9.800000000000011
6085,L,28.75,38.450000000000045,1538,36.7,3,0,0,0,0,0,0,9.700000000000045
6086,L,28.75,38.650000000000034,1482,37.0,5,0,0,0,0,0,0,9.900000000000034
6087,M,28.75,38.650000000000034,1599,33.0,7,0,0,0,0,0,0,9.900000000000034
6088,L,28.75,38.650000000000034,1476,39.0,10,0,0,0,0,0,0,9.900000000000034
6089,L,28.75,38.55000000000001,1509,37.5,12,0,0,0,0,0,0,9.800000000000011
6090,L,28.75,38.650000000000034,1708,29.1,14,0,0,0,0,0,0,9.900000000000034
6091,L,28.75,38.55000000000001,1412,57.5,16,0,0,0,0,0,1,9.800000000000011
6092,L,28.75,38.55000000000001,1658,28.5,18,0,0,0,0,0,0,9.800000000000011
6093,L,28.850000000000023,38.650000000000034,1375,57.2,20,0,0,0,0,0,0,9.800000000000011
6094,M,28.75,38.650000000000034,1402,48.1,22,0,0,0,0,0,0,9.900000000000034
6095,M,28.75,38.55000000000001,1452,47.3,25,0,0,0,0,0,0,9.800000000000011
6096,M,28.650000000000034,38.55000000000001,1483,40.8,28,0,0,0,0,0,0,9.899999999999977
6097,H,28.75,38.650000000000034,1477,38.4,31,0,0,0,0,0,0,9.900000000000034
6098,M,28.650000000000034,38.55000000000001,1924,22.4,36,0,0,0,0,0,0,9.899999999999977
6099,H,28.75,38.55000000000001,1609,28.7,39,0,0,0,0,0,0,9.800000000000011
6100,M,28.650000000000034,38.55000000000001,1886,21.1,44,0,0,0,0,0,0,9.899999999999977
6101,L,28.55000000000001,38.450000000000045,1616,29.6,47,0,0,0,0,0,0,9.900000000000034
6102,L,28.55000000000001,38.55000000000001,1442,43.2,49,0,0,0,0,0,0,10.0
6103,L,28.650000000000034,38.650000000000034,1407,45.1,51,0,0,0,0,0,0,10.0
6104,M,28.650000000000034,38.650000000000034,1461,41.3,53,0,0,0,0,0,0,10.0
6105,M,28.650000000000034,38.75,1522,46.2,56,0,0,0,0,0,0,10.099999999999966
6106,L,28.75,38.85000000000002,1432,48.1,59,0,0,0,0,0,0,10.100000000000023
6107,L,28.75,38.85000000000002,1438,49.0,61,0,0,0,0,0,0,10.100000000000023
6108,M,28.650000000000034,38.75,1678,28.1,63,0,0,0,0,0,0,10.099999999999966
6109,M,28.650000000000034,38.75,1514,38.7,66,0,0,0,0,0,0,10.099999999999966
6110,L,28.55000000000001,38.650000000000034,1534,41.3,69,0,0,0,0,0,0,10.100000000000023
6111,M,28.55000000000001,38.650000000000034,1486,41.2,71,0,0,0,0,0,0,10.100000000000023
6112,L,28.55000000000001,38.650000000000034,1925,22.0,74,0,0,0,0,0,0,10.100000000000023
6113,M,28.55000000000001,38.650000000000034,1724,30.0,76,0,0,0,0,0,0,10.100000000000023
6114,M,28.650000000000034,38.650000000000034,1549,35.5,79,0,0,0,0,0,0,10.0
6115,L,28.650000000000034,38.75,1457,47.7,82,0,0,0,0,0,0,10.099999999999966
6116,L,28.650000000000034,38.75,1453,43.9,84,0,0,0,0,0,0,10.099999999999966
6117,L,28.650000000000034,38.85000000000002,1578,44.4,86,0,0,0,0,0,0,10.199999999999989
6118,M,28.75,38.950000000000045,1325,61.4,88,0,0,0,0,0,0,10.200000000000045
6119,L,28.75,38.950000000000045,1471,39.3,91,0,0,0,0,0,0,10.200000000000045
6120,M,28.75,39.05000000000001,1472,40.0,93,0,0,0,0,0,0,10.300000000000011
6121,L,28.75,38.950000000000045,1457,37.4,96,0,0,0,0,0,0,10.200000000000045
6122,L,28.850000000000023,38.85000000000002,1402,55.3,98,0,0,0,0,0,0,10.0
6123,L,28.75,38.75,1477,41.5,100,0,0,0,0,0,0,10.0
6124,M,28.75,38.75,1727,30.1,102,0,0,0,0,0,0,10.0
6125,L,28.75,38.75,1995,20.2,105,0,0,0,0,0,0,10.0
6126,L,28.75,38.75,1370,52.5,107,0,0,0,0,0,0,10.0
6127,L,28.75,38.75,1228,66.4,109,0,0,0,0,0,0,10.0
6128,L,28.75,38.85000000000002,1499,38.0,111,0,0,0,0,0,0,10.100000000000023
6129,M,28.850000000000023,38.85000000000002,1508,46.9,113,0,0,0,0,0,0,10.0
6130,L,28.850000000000023,38.75,1473,44.2,116,0,0,0,0,0,0,9.899999999999977
6131,H,28.850000000000023,38.85000000000002,1640,37.6,118,0,0,0,0,0,0,10.0
6132,L,28.950000000000045,38.950000000000045,1429,42.5,123,0,0,0,0,0,0,10.0
6133,L,28.950000000000045,38.950000000000045,1470,40.9,125,0,0,0,0,0,0,10.0
6134,L,28.850000000000023,38.85000000000002,1581,37.0,127,0,0,0,0,0,0,10.0
6135,L,28.850000000000023,38.75,1740,28.9,129,0,0,0,0,0,0,9.899999999999977
6136,H,28.75,38.650000000000034,1390,40.6,131,0,0,0,0,0,0,9.900000000000034
6137,M,28.75,38.650000000000034,1988,19.7,136,0,0,0,0,0,0,9.900000000000034
6138,M,28.650000000000034,38.55000000000001,1452,43.0,139,0,0,0,0,0,0,9.899999999999977
6139,L,28.650000000000034,38.55000000000001,1586,33.4,142,0,0,0,0,0,0,9.899999999999977
6140,L,28.650000000000034,38.55000000000001,1589,34.3,144,0,0,0,0,0,0,9.899999999999977
6141,L,28.650000000000034,38.650000000000034,1486,45.7,146,0,0,0,0,0,0,10.0
6142,L,28.75,38.75,1755,27.9,148,0,0,0,0,0,0,10.0
6143,M,28.850000000000023,38.75,1575,34.6,150,0,0,0,0,0,0,9.899999999999977
6144,M,28.950000000000045,38.950000000000045,1615,37.7,153,0,0,0,0,0,0,10.0
6145,M,28.950000000000045,38.950000000000045,1436,41.8,156,0,0,0,0,0,0,10.0
6146,M,28.950000000000045,38.950000000000045,1470,40.6,159,0,0,0,0,0,0,10.0
6147,M,28.950000000000045,38.950000000000045,2089,19.8,162,0,0,0,0,0,0,10.0
6148,L,28.950000000000045,39.05000000000001,1564,37.0,165,0,0,0,0,0,0,10.099999999999966
6149,M,28.850000000000023,38.950000000000045,1420,47.4,167,0,0,0,0,0,0,10.100000000000023
6150,L,28.950000000000045,38.950000000000045,1711,29.1,170,0,0,0,0,0,0,10.0
6151,L,28.950000000000045,39.05000000000001,1555,35.3,172,0,0,0,0,0,0,10.099999999999966
6152,M,28.950000000000045,38.950000000000045,1592,35.7,174,0,0,0,0,0,0,10.0
6153,L,28.850000000000023,38.950000000000045,1236,64.4,177,1,0,0,0,1,0,10.100000000000023
6154,M,28.850000000000023,38.75,1765,24.2,179,0,0,0,0,0,0,9.899999999999977
6155,L,28.850000000000023,38.85000000000002,1634,31.2,182,0,0,0,0,0,0,10.0
6156,L,28.950000000000045,38.950000000000045,1508,41.5,184,0,0,0,0,0,0,10.0
6157,L,28.950000000000045,39.05000000000001,1774,29.6,186,0,0,0,0,0,0,10.099999999999966
6158,L,28.950000000000045,38.85000000000002,1677,29.1,188,0,0,0,0,0,0,9.899999999999977
6159,L,28.850000000000023,38.85000000000002,1399,58.0,190,1,0,0,0,1,0,10.0
6160,L,28.850000000000023,38.75,1570,34.0,192,0,0,0,0,0,0,9.899999999999977
6161,L,28.850000000000023,38.75,1479,44.3,194,0,0,0,0,0,0,9.899999999999977
6162,L,28.850000000000023,38.650000000000034,1558,34.9,196,0,0,0,0,0,0,9.800000000000011
6163,L,28.650000000000034,38.55000000000001,1358,48.1,198,0,0,0,0,0,0,9.899999999999977
6164,H,28.75,38.55000000000001,1656,30.7,200,0,0,0,0,0,0,9.800000000000011
6165,L,28.75,38.55000000000001,1523,35.8,205,0,0,0,0,0,0,9.800000000000011
6166,H,28.75,38.55000000000001,1403,40.6,207,0,0,0,0,0,0,9.800000000000011
6167,M,28.75,38.55000000000001,1362,51.6,212,0,0,0,0,0,0,9.800000000000011
6168,M,28.55000000000001,38.450000000000045,1778,27.1,215,0,0,0,0,0,0,9.900000000000034
6169,L,28.55000000000001,38.35000000000002,1448,38.2,218,0,0,0,0,0,0,9.800000000000011
6170,H,28.650000000000034,38.35000000000002,1559,40.1,220,0,0,0,0,0,0,9.699999999999989
6171,L,28.650000000000034,38.450000000000045,1416,42.2,225,0,0,0,0,0,0,9.800000000000011
6172,L,28.650000000000034,38.450000000000045,1577,37.9,227,1,1,0,0,0,0,9.800000000000011
6173,L,28.650000000000034,38.55000000000001,1633,27.8,0,0,0,0,0,0,0,9.899999999999977
6174,L,28.75,38.55000000000001,1573,31.2,2,0,0,0,0,0,0,9.800000000000011
6175,L,28.75,38.650000000000034,1517,44.3,4,0,0,0,0,0,0,9.900000000000034
6176,L,28.850000000000023,38.75,1515,37.3,6,0,0,0,0,0,0,9.899999999999977
6177,L,28.850000000000023,38.650000000000034,1527,45.3,8,0,0,0,0,0,0,9.800000000000011
6178,L,28.950000000000045,38.75,1282,67.9,10,1,0,0,1,0,0,9.799999999999955
6179,M,28.950000000000045,38.75,1396,45.1,12,0,0,0,0,0,0,9.799999999999955
6180,L,28.850000000000023,38.75,1492,44.6,15,0,0,0,0,0,0,9.899999999999977
6181,L,28.850000000000023,38.650000000000034,1975,19.7,17,0,0,0,0,0,0,9.800000000000011
6182,L,28.850000000000023,38.650000000000034,1475,35.3,19,0,0,0,0,0,0,9.800000000000011
6183,H,28.850000000000023,38.75,1495,37.3,21,0,0,0,0,0,0,9.899999999999977
6184,L,28.850000000000023,38.85000000000002,1553,35.8,26,0,0,0,0,0,0,10.0
6185,L,28.950000000000045,38.85000000000002,1918,21.7,28,0,0,0,0,0,0,9.899999999999977
6186,M,28.950000000000045,38.85000000000002,1413,46.6,30,0,0,0,0,0,0,9.899999999999977
6187,L,28.850000000000023,38.85000000000002,1437,56.0,33,0,0,0,0,0,0,10.0
6188,L,28.850000000000023,38.75,1450,45.9,35,0,0,0,0,0,0,9.899999999999977
6189,M,28.850000000000023,38.75,1910,21.9,37,0,0,0,0,0,0,9.899999999999977
6190,L,28.75,38.75,1749,26.4,40,0,0,0,0,0,0,10.0
6191,H,28.850000000000023,38.75,1916,22.0,42,0,0,0,0,0,0,9.899999999999977
6192,L,28.850000000000023,38.75,1428,45.3,47,0,0,0,0,0,0,9.899999999999977
6193,L,28.850000000000023,38.75,1578,38.4,49,0,0,0,0,0,0,9.899999999999977
6194,L,28.75,38.650000000000034,1571,39.9,51,0,0,0,0,0,0,9.900000000000034
6195,L,28.75,38.650000000000034,1729,30.2,53,0,0,0,0,0,0,9.900000000000034
6196,L,28.75,38.650000000000034,1701,30.4,55,0,0,0,0,0,0,9.900000000000034
6197,L,28.75,38.650000000000034,1493,45.8,57,0,0,0,0,0,0,9.900000000000034
6198,M,28.850000000000023,38.75,1554,32.7,59,0,0,0,0,0,0,9.899999999999977
6199,L,28.75,38.75,1497,43.2,62,0,0,0,0,0,0,10.0
6200,L,28.850000000000023,38.75,1679,29.8,64,0,0,0,0,0,0,9.899999999999977
6201,M,28.850000000000023,38.75,1510,44.5,66,0,0,0,0,0,0,9.899999999999977
6202,L,28.850000000000023,38.75,1296,54.9,69,0,0,0,0,0,0,9.899999999999977
6203,L,28.850000000000023,38.75,1404,41.8,71,0,0,0,0,0,0,9.899999999999977
6204,M,28.75,38.650000000000034,1519,34.9,73,0,0,0,0,0,0,9.900000000000034
6205,M,28.75,38.55000000000001,1696,27.3,76,0,0,0,0,0,0,9.800000000000011
6206,M,28.650000000000034,38.450000000000045,1669,28.4,79,0,0,0,0,0,0,9.800000000000011
6207,L,28.55000000000001,38.450000000000045,1447,40.7,82,0,0,0,0,0,0,9.900000000000034
6208,M,28.55000000000001,38.450000000000045,1418,46.3,84,0,0,0,0,0,0,9.900000000000034
6209,L,28.55000000000001,38.450000000000045,1407,40.5,87,0,0,0,0,0,0,9.900000000000034
6210,L,28.650000000000034,38.35000000000002,1434,44.5,89,0,0,0,0,0,0,9.699999999999989
6211,L,28.650000000000034,38.450000000000045,1360,48.8,91,0,0,0,0,0,0,9.800000000000011
6212,L,28.650000000000034,38.450000000000045,1402,53.7,93,0,0,0,0,0,0,9.800000000000011
6213,L,28.75,38.450000000000045,1552,34.9,95,0,0,0,0,0,0,9.700000000000045
6214,L,28.75,38.55000000000001,1392,44.2,97,0,0,0,0,0,0,9.800000000000011
6215,L,28.950000000000045,38.650000000000034,1521,41.0,99,0,0,0,0,0,0,9.699999999999989
6216,L,28.950000000000045,38.650000000000034,1724,27.5,101,0,0,0,0,0,0,9.699999999999989
6217,M,28.850000000000023,38.55000000000001,1455,46.1,103,0,0,0,0,0,0,9.699999999999989
6218,H,28.850000000000023,38.450000000000045,1366,50.6,106,0,0,0,0,0,0,9.600000000000023
6219,H,28.950000000000045,38.450000000000045,1407,43.9,111,0,0,0,0,0,0,9.5
6220,L,28.950000000000045,38.650000000000034,1470,49.3,116,0,0,0,0,0,0,9.699999999999989
6221,M,29.05000000000001,38.75,1359,50.8,118,0,0,0,0,0,0,9.699999999999989
6222,H,28.950000000000045,38.650000000000034,1792,25.8,121,0,0,0,0,0,0,9.699999999999989
6223,M,28.950000000000045,38.75,1552,37.9,126,0,0,0,0,0,0,9.799999999999955
6224,L,29.05000000000001,38.85000000000002,1612,32.9,129,0,0,0,0,0,0,9.800000000000011
6225,M,29.05000000000001,38.85000000000002,1424,41.4,131,0,0,0,0,0,0,9.800000000000011
6226,H,29.150000000000034,38.85000000000002,1341,59.3,134,0,0,0,0,0,0,9.699999999999989
6227,L,29.05000000000001,38.650000000000034,1479,38.2,139,0,0,0,0,0,0,9.600000000000023
6228,L,29.05000000000001,38.75,1413,50.1,141,0,0,0,0,0,0,9.699999999999989
6229,L,29.150000000000034,38.75,2165,17.4,143,0,0,0,0,0,0,9.599999999999966
6230,M,29.150000000000034,38.85000000000002,1641,33.0,145,0,0,0,0,0,0,9.699999999999989
6231,M,29.150000000000034,38.85000000000002,1495,40.8,148,0,0,0,0,0,0,9.699999999999989
6232,L,29.150000000000034,38.85000000000002,1576,30.4,151,0,0,0,0,0,0,9.699999999999989
6233,L,29.05000000000001,38.75,1467,37.1,153,0,0,0,0,0,0,9.699999999999989
6234,L,29.05000000000001,38.650000000000034,1479,41.2,155,0,0,0,0,0,0,9.600000000000023
6235,L,29.150000000000034,38.75,1596,33.9,157,0,0,0,0,0,0,9.599999999999966
6236,M,29.150000000000034,38.75,1512,36.9,159,0,0,0,0,0,0,9.599999999999966
6237,L,29.25,38.75,1414,38.8,162,0,0,0,0,0,0,9.5
6238,L,29.150000000000034,38.650000000000034,1390,57.4,164,0,0,0,0,0,0,9.5
6239,L,29.05000000000001,38.55000000000001,1644,31.6,166,0,0,0,0,0,0,9.5
6240,M,29.05000000000001,38.55000000000001,1394,42.8,168,0,0,0,0,0,0,9.5
6241,L,28.950000000000045,38.35000000000002,1324,52.4,171,0,0,0,0,0,0,9.399999999999977
6242,L,28.850000000000023,38.25,1476,43.6,173,0,0,0,0,0,0,9.399999999999977
6243,L,28.850000000000023,38.25,2204,16.6,175,0,0,0,0,0,0,9.399999999999977
6244,M,28.850000000000023,38.25,1665,30.9,177,0,0,0,0,0,0,9.399999999999977
6245,L,28.75,38.25,1445,41.7,180,0,0,0,0,0,0,9.5
6246,H,28.650000000000034,38.150000000000034,1457,46.8,182,0,0,0,0,0,0,9.5
6247,L,28.650000000000034,38.05000000000001,1492,46.3,187,0,0,0,0,0,0,9.399999999999977
6248,L,28.650000000000034,37.950000000000045,1405,61.2,189,1,0,0,1,1,0,9.300000000000011
6249,L,28.55000000000001,37.950000000000045,1542,35.5,191,0,0,0,0,0,0,9.400000000000034
6250,L,28.650000000000034,38.05000000000001,1520,37.7,193,0,0,0,0,0,0,9.399999999999977
6251,M,28.650000000000034,38.05000000000001,1598,36.5,195,0,0,0,0,0,0,9.399999999999977
6252,L,28.650000000000034,38.150000000000034,1538,36.1,198,0,0,0,0,0,0,9.5
6253,L,28.75,38.25,1615,30.9,200,0,0,0,0,0,0,9.5
6254,L,28.850000000000023,38.35000000000002,1408,47.0,202,0,0,0,0,0,0,9.5
6255,L,28.850000000000023,38.35000000000002,1379,57.3,204,1,0,0,0,1,0,9.5
6256,L,28.850000000000023,38.450000000000045,1493,37.8,206,1,1,0,0,0,0,9.600000000000023
6257,L,28.950000000000045,38.55000000000001,1376,49.1,0,0,0,0,0,0,0,9.599999999999966
6258,M,28.950000000000045,38.55000000000001,1583,40.7,2,0,0,0,0,0,0,9.599999999999966
6259,M,29.05000000000001,38.650000000000034,1396,47.4,5,0,0,0,0,0,0,9.600000000000023
6260,L,28.950000000000045,38.55000000000001,1436,45.3,8,0,0,0,0,0,0,9.599999999999966
6261,L,28.950000000000045,38.450000000000045,1417,47.6,10,0,0,0,0,0,0,9.5
6262,L,28.850000000000023,38.450000000000045,1641,33.4,12,0,0,0,0,0,0,9.600000000000023
6263,M,28.850000000000023,38.450000000000045,1698,27.3,14,0,0,0,0,0,0,9.600000000000023
6264,L,28.75,38.25,1541,39.1,17,0,0,0,0,0,0,9.5
6265,L,28.650000000000034,38.150000000000034,1383,46.6,19,0,0,0,0,0,0,9.5
6266,L,28.650000000000034,38.25,1368,46.8,21,0,0,0,0,0,0,9.599999999999966
6267,L,28.650000000000034,38.25,1570,35.2,23,0,0,0,0,0,0,9.599999999999966
6268,L,28.75,38.35000000000002,1616,33.5,25,0,0,0,0,0,0,9.600000000000023
6269,M,28.75,38.35000000000002,1444,43.2,27,0,0,0,0,0,0,9.600000000000023
6270,L,28.75,38.25,2021,18.8,30,0,0,0,0,0,0,9.5
6271,M,28.75,38.35000000000002,1702,29.3,32,0,0,0,0,0,0,9.600000000000023
6272,M,28.950000000000045,38.450000000000045,1429,52.7,35,0,0,0,0,0,0,9.5
6273,L,29.05000000000001,38.650000000000034,1711,28.9,38,0,0,0,0,0,0,9.600000000000023
6274,M,29.05000000000001,38.55000000000001,1543,32.9,40,0,0,0,0,0,0,9.5
6275,L,29.150000000000034,38.650000000000034,1628,32.2,43,0,0,0,0,0,0,9.5
6276,L,29.05000000000001,38.650000000000034,1233,64.6,45,0,0,0,0,0,0,9.600000000000023
6277,L,29.05000000000001,38.650000000000034,1461,40.6,47,0,0,0,0,0,0,9.600000000000023
6278,L,29.05000000000001,38.55000000000001,1568,38.3,49,0,0,0,0,0,0,9.5
6279,L,29.150000000000034,38.650000000000034,1432,54.4,51,0,0,0,0,0,0,9.5
6280,M,29.05000000000001,38.55000000000001,1527,41.1,53,0,0,0,0,0,0,9.5
6281,M,29.150000000000034,38.650000000000034,1455,41.2,56,0,0,0,0,0,0,9.5
6282,M,29.150000000000034,38.650000000000034,1418,45.4,59,0,0,0,0,0,0,9.5
6283,L,29.150000000000034,38.650000000000034,1719,29.5,62,0,0,0,0,0,0,9.5
6284,M,29.05000000000001,38.650000000000034,1734,31.3,64,0,0,0,0,0,0,9.600000000000023
6285,M,29.05000000000001,38.55000000000001,1426,46.1,67,0,0,0,0,0,0,9.5
6286,L,28.950000000000045,38.450000000000045,1611,35.2,70,0,0,0,0,0,0,9.5
6287,M,28.950000000000045,38.450000000000045,1479,41.1,72,0,0,0,0,0,0,9.5
6288,L,28.850000000000023,38.35000000000002,1317,50.9,75,0,0,0,0,0,0,9.5
6289,L,28.850000000000023,38.35000000000002,1248,61.4,77,0,0,0,0,0,0,9.5
6290,L,28.850000000000023,38.35000000000002,1932,21.7,79,0,0,0,0,0,0,9.5
6291,M,28.950000000000045,38.35000000000002,1547,35.8,81,0,0,0,0,0,0,9.399999999999977
6292,L,28.850000000000023,38.25,1614,31.6,84,0,0,0,0,0,0,9.399999999999977
6293,H,28.850000000000023,38.25,1512,44.9,86,0,0,0,0,0,0,9.399999999999977
6294,L,28.950000000000045,38.35000000000002,1529,38.7,91,0,0,0,0,0,0,9.399999999999977
6295,H,28.950000000000045,38.450000000000045,1782,24.9,93,0,0,0,0,0,0,9.5
6296,L,28.850000000000023,38.35000000000002,1429,39.4,98,0,0,0,0,0,0,9.5
6297,M,28.950000000000045,38.35000000000002,1309,60.7,100,0,0,0,0,0,0,9.399999999999977
6298,L,28.950000000000045,38.35000000000002,1428,44.1,103,0,0,0,0,0,0,9.399999999999977
6299,L,29.05000000000001,38.450000000000045,1385,49.2,105,0,0,0,0,0,0,9.400000000000034
6300,L,29.05000000000001,38.55000000000001,1517,39.4,107,0,0,0,0,0,0,9.5
6301,M,29.05000000000001,38.450000000000045,1576,39.6,109,0,0,0,0,0,0,9.400000000000034
6302,L,29.05000000000001,38.450000000000045,1437,51.2,112,0,0,0,0,0,0,9.400000000000034
6303,H,29.05000000000001,38.450000000000045,1457,50.5,114,0,0,0,0,0,0,9.400000000000034
6304,L,28.950000000000045,38.35000000000002,1532,37.5,119,0,0,0,0,0,0,9.399999999999977
6305,M,28.950000000000045,38.35000000000002,1603,32.6,121,0,0,0,0,0,0,9.399999999999977
6306,L,28.850000000000023,38.25,1563,34.4,124,0,0,0,0,0,0,9.399999999999977
6307,L,28.850000000000023,38.150000000000034,1617,34.5,126,0,0,0,0,0,0,9.300000000000011
6308,M,28.650000000000034,37.950000000000045,1686,26.9,128,0,0,0,0,0,0,9.300000000000011
6309,L,28.75,38.05000000000001,1382,50.4,131,0,0,0,0,0,0,9.300000000000011
6310,L,28.75,37.950000000000045,2090,17.8,133,0,0,0,0,0,0,9.200000000000045
6311,L,28.75,38.150000000000034,1446,44.5,135,0,0,0,0,0,0,9.400000000000034
6312,M,28.75,38.05000000000001,1533,38.1,137,0,0,0,0,0,0,9.300000000000011
6313,L,28.75,38.150000000000034,1440,47.6,140,0,0,0,0,0,0,9.400000000000034
6314,M,28.850000000000023,38.25,1793,25.0,142,0,0,0,0,0,0,9.399999999999977
6315,M,28.850000000000023,38.25,1517,46.1,145,0,0,0,0,0,0,9.399999999999977
6316,L,28.75,38.25,1544,36.0,148,0,0,0,0,0,0,9.5
6317,L,28.75,38.150000000000034,1321,48.8,150,0,0,0,0,0,0,9.400000000000034
6318,M,28.75,38.150000000000034,1416,50.9,152,0,0,0,0,0,0,9.400000000000034
6319,L,28.650000000000034,38.05000000000001,1514,40.0,155,0,0,0,0,0,0,9.399999999999977
6320,M,28.650000000000034,38.05000000000001,1304,52.5,157,0,0,0,0,0,0,9.399999999999977
6321,L,28.55000000000001,38.05000000000001,1286,64.9,160,0,0,0,0,0,0,9.5
6322,M,28.55000000000001,37.950000000000045,1483,40.2,162,0,0,0,0,0,0,9.400000000000034
6323,L,28.55000000000001,37.950000000000045,1351,46.9,165,0,0,0,0,0,0,9.400000000000034
6324,M,28.55000000000001,37.950000000000045,1367,52.6,167,0,0,0,0,0,0,9.400000000000034
6325,L,28.55000000000001,37.950000000000045,1721,32.3,170,0,0,0,0,0,0,9.400000000000034
6326,L,28.450000000000045,37.85000000000002,1455,40.4,172,0,0,0,0,0,0,9.399999999999977
